,address,price,price_m2,area_m2,rooms,floor,parking,market,build_yr,building_type,elevator,heating_type,max_floor,balcony,backyard,terrace,building_age,district,street,log_price,log_price_m2,log_area_m2
1495,"Gdynia, Chylonia, Kartuska",354000.0,9051.0,39.11,2.0,4.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Chylonia,,5.549003262025788,3.956696564894651,1.5922878159521308
1496,"Gdynia, Witomino, Niska",930000.0,10242.0,90.8,3.0,10.0,1,wtórny,2003.0,blok,1.0,miejskie,12.0,1,0,0,19.0,Witomino,,5.968482948553935,4.010384771498377,1.958085848521085
1497,"Gdynia, Mały Kack, Strzelców",690000.0,15333.0,45.0,2.0,3.0,1,wtórny,2018.0,blok,1.0,miejskie,3.0,1,0,1,4.0,Mały Kack,,5.838849090737256,4.185627135674899,1.6532125137753437
1498,"Gdynia, Chwarzno-Wiczlino, Chwarzno",619205.0,8718.0,71.03,3.0,0.0,0,pierwotny,2024.0,,0.0,,4.0,0,0,0,-2.0,Chwarzno-Wiczlino,,5.791834454560563,3.9404168646816653,1.851441814672055
1499,"Gdynia, Chwarzno-Wiczlino, Chwarzno",628822.0,9127.0,68.9,4.0,3.0,0,pierwotny,,,0.0,,4.0,0,0,0,,Chwarzno-Wiczlino,,5.798527727547037,3.9603280505301433,1.8382192219076259
1500,"Gdynia, Redłowo",899990.0,11166.0,80.6,3.0,3.0,0,wtórny,1999.0,blok,1.0,miejskie,5.0,1,0,0,23.0,Redłowo,,5.954237683918273,4.047897623514411,1.9063350418050906
1501,"Waleriana Szefki, Gdynia, pomorskie",850000.0,8236.0,103.2,5.0,3.0,0,wtórny,2003.0,blok,0.0,miejskie,4.0,1,0,0,19.0,,Waleriana Szefki,5.929418925714293,3.9157163379459936,2.0136796972911926
1502,"Gdynia, Grabówek, Morska",499000.0,6931.0,72.0,2.0,0.0,0,wtórny,1960.0,blok,0.0,miejskie,4.0,0,0,0,62.0,Grabówek,,5.69810054562339,3.8407958988470936,1.8573324964312685
1503,"Gdynia, Redłowo, Wojewody Wachowiaka",800000.0,11429.0,70.0,3.0,1.0,0,wtórny,1940.0,kamienica,0.0,gazowe,2.0,0,0,0,82.0,Redłowo,,5.903089986991944,4.058008232715403,1.845098040014257
1504,"Gdynia, Chwarzno-Wiczlino, Chwarzno",396198.0,9533.0,41.56,2.0,0.0,0,pierwotny,2024.0,,0.0,,4.0,0,0,0,-2.0,Chwarzno-Wiczlino,,5.597912278897742,3.9792295930221555,1.61867553888514
1505,"Gdynia, Wzgórze Św. Maksymiliana, Mikołaja Kopernika",599000.0,13412.0,44.66,2.0,0.0,0,wtórny,1929.0,kamienica,0.0,gazowe,3.0,0,0,0,93.0,Wzgórze Św. Maksymiliana,,5.7774268223893115,4.127493544756782,1.6499187187354192
1506,"Gdynia, Działki Leśne",820000.0,12041.0,68.1,4.0,1.0,0,wtórny,,blok,0.0,miejskie,4.0,0,0,0,,Działki Leśne,,5.913813852383717,4.0806625563941825,1.8331471119127851
1507,"Gdynia, Dąbrowa, Kameliowa",429000.0,8079.0,53.1,3.0,2.0,0,wtórny,1988.0,,0.0,miejskie,4.0,1,0,0,34.0,Dąbrowa,,5.632457292184724,3.9073576081311727,1.725094521081469
1508,"Gdynia, Redłowo",843091.0,12852.0,65.6,3.0,1.0,0,pierwotny,2022.0,,0.0,,8.0,0,0,0,0.0,Redłowo,,5.92587445323081,4.1089707168794805,1.8169038393756602
1509,"Gdynia, Witomino",662000.0,9881.0,67.0,3.0,1.0,0,wtórny,1985.0,blok,1.0,miejskie,10.0,1,0,0,37.0,Witomino,,5.8208579894397,3.994800899294604,1.8260748027008264
1510,"Gdynia, Mały Kack, Wielkopolska",680000.0,15111.0,45.0,2.0,1.0,1,wtórny,2020.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,2.0,Mały Kack,,5.832508912706237,4.179293205577373,1.6532125137753437
1511,"Gdynia, Oksywie, Nasypowa",373000.0,9816.0,38.0,2.0,2.0,1,wtórny,2021.0,blok,1.0,miejskie,3.0,1,0,1,1.0,Oksywie,,5.571708831808688,3.991934549718948,1.5797835966168101
1512,"Gdynia, Redłowo, Zwycięstwa",751651.0,15228.0,49.36,2.0,5.0,0,wtórny,2022.0,,0.0,,17.0,0,0,0,0.0,Redłowo,,5.876016239585949,4.18264286814233,1.6933751510251853
1513,"Gdynia, Redłowo, Zwycięstwa",751651.0,15228.0,49.36,2.0,5.0,0,pierwotny,2022.0,,0.0,,17.0,0,0,0,0.0,Redłowo,,5.876016239585949,4.18264286814233,1.6933751510251853
1514,"Gdynia, Śródmieście, Świętojańska",1249000.0,13878.0,90.0,4.0,4.0,1,wtórny,1950.0,kamienica,1.0,gazowe,4.0,1,0,0,72.0,Śródmieście,,6.096562438374136,4.142326883154263,1.954242509439325
1515,"Gdynia, Śródmieście",549000.0,11681.0,47.0,2.0,8.0,0,wtórny,1990.0,,1.0,miejskie,9.0,1,0,0,32.0,Śródmieście,,5.739572344450092,4.067480023931482,1.6720978579357175
1516,"Gdynia, Chwarzno-Wiczlino",729000.0,10989.0,66.34,3.0,0.0,1,wtórny,2010.0,,1.0,miejskie,4.0,1,0,1,12.0,Chwarzno-Wiczlino,,5.862727528317975,4.040958173384207,1.8217754671834636
1517,"Gdynia, Leszczynki, Kalksztajnów",369000.0,10603.0,34.8,2.0,3.0,1,wtórny,2000.0,,0.0,miejskie,3.0,1,0,0,22.0,Leszczynki,,5.567026366159061,4.025428761407241,1.541579243946581
1518,"Gdynia, Orłowo, POWSTANIA STYCZNIOWEGO",1970000.0,15685.0,125.6,4.0,0.0,0,wtórny,2012.0,,1.0,miejskie,3.0,1,1,0,10.0,Orłowo,,6.294466226161593,4.195484523033763,2.0989896394011773
1519,"Gdynia, Mały Kack, Strzelców",650000.0,15476.0,42.0,2.0,0.0,0,wtórny,2012.0,apartamentowiec,1.0,miejskie,3.0,0,0,0,10.0,Mały Kack,,5.812913356642856,4.189658721049208,1.6232492903979006
1520,"Gdynia, Wielki Kack, ul. Górnicza 31",620000.0,9367.0,66.19,3.0,2.0,0,wtórny,2007.0,blok,0.0,miejskie,4.0,1,0,0,15.0,Wielki Kack,,5.7923916894982534,3.971600520230059,1.8207923810882036
1521,"Gdynia, Śródmieście",429000.0,11085.0,38.7,1.0,2.0,0,wtórny,1960.0,,0.0,,4.0,0,0,0,62.0,Śródmieście,,5.632457292184724,4.044735697450507,1.5877109650189114
1522,"Gdynia, Wielki Kack",499000.0,12639.0,39.48,2.0,3.0,1,wtórny,2015.0,,0.0,,6.0,0,0,0,7.0,Wielki Kack,,5.69810054562339,4.10171271384651,1.5963771439975991
1523,"Gdynia, Chylonia, Chylońska",329000.0,8273.0,39.77,2.0,1.0,1,wtórny,1985.0,blok,1.0,miejskie,10.0,1,0,0,37.0,Chylonia,,5.517195897949974,3.917663024327375,1.5995555909859804
1524,"Gdynia, Orłowo, Wielkopolska",365000.0,7585.0,48.12,3.0,3.0,1,wtórny,1935.0,,0.0,inne,3.0,0,0,0,87.0,Orłowo,,5.562292864456475,3.879955585122749,1.682325618667807
1525,"Gdynia, Śródmieście, Węglowa",1290821.4,20653.0,62.5,3.0,10.0,1,pierwotny,2021.0,apartamentowiec,1.0,miejskie,17.0,0,0,0,1.0,Śródmieście,,6.110866156782125,4.314983145039124,1.7958800173440752
1526,"Gdynia, Oksywie, Ikara",399000.0,10940.0,36.47,1.0,2.0,0,wtórny,1952.0,,0.0,miejskie,4.0,0,0,0,70.0,Oksywie,,5.600972895686748,4.039017321997412,1.5619357633137814
1527,"Gdynia, Chwarzno-Wiczlino, Wiczlino, Janki Bryla",600000.0,12998.0,46.16,2.0,2.0,0,wtórny,2018.0,blok,0.0,inne,3.0,0,0,0,4.0,Chwarzno-Wiczlino,,5.778151250383644,4.1138765326310525,1.664265800147675
1528,"Gdynia, pomorskie",649000.0,10725.0,60.51,3.0,1.0,0,wtórny,1991.0,kamienica,0.0,miejskie,3.0,1,0,0,31.0,,,5.812244696800369,4.0303973008567615,1.7818271529324279
1529,"Gdynia, Chwarzno-Wiczlino, gen. Mariusza Zaruskiego",799000.0,11066.0,72.2,3.0,1.0,0,wtórny,2010.0,,1.0,inne,3.0,0,0,0,12.0,Chwarzno-Wiczlino,,5.902546779313991,4.043990665878134,1.8585371975696392
1530,"Gdynia, Śródmieście, Węglowa",1171864.8,15337.0,76.41,3.0,2.0,1,pierwotny,2021.0,apartamentowiec,1.0,miejskie,5.0,0,0,0,1.0,Śródmieście,,6.068877509292191,4.185740417574962,1.8831501996832776
1531,"Gdynia, Karwiny, Leopolda Staffa",593000.0,9123.0,65.0,3.0,4.0,1,wtórny,,,0.0,,4.0,1,0,0,,Karwiny,,5.773054693364263,3.9601376748637946,1.8129133566428555
1532,"Gdynia, Leszczynki, gen. Orlicz-Dreszera",599999.0,8882.0,67.55,5.0,4.0,0,wtórny,,,0.0,,4.0,0,0,0,,Leszczynki,,5.778150526558904,3.9485107688376573,1.8296253533580493
1533,"Gdynia, Śródmieście",1361712.0,16039.0,84.9,3.0,4.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,1,2.0,Śródmieście,,6.13408526467175,4.205177287388274,1.9289076902439528
1534,"Gdynia, Orłowo, Przebendowskich",1700000.0,15289.0,111.19,4.0,1.0,1,wtórny,1936.0,kamienica,0.0,,2.0,1,1,0,86.0,Orłowo,,6.230448921378274,4.184379080658596,2.0460657302306875
1535,"Gdynia, Redłowo, Powstania Wielkopolskiego",587900.0,12390.0,47.45,3.0,0.0,0,wtórny,1980.0,,0.0,miejskie,4.0,0,0,0,42.0,Redłowo,,5.769303460189081,4.093071306376063,1.6762362167633116
1536,"Gdynia, Grabówek, gen. Orlicz-Dreszera",409000.0,11054.0,37.0,2.0,3.0,0,wtórny,1985.0,blok,0.0,miejskie,4.0,1,0,0,37.0,Grabówek,,5.611723308007342,4.043519460245756,1.568201724066995
1537,"Gdynia, Pogórze, Stanisława Staszica",449000.0,10277.0,43.69,2.0,3.0,0,wtórny,2016.0,,0.0,miejskie,3.0,0,0,0,6.0,Pogórze,,5.652246341003323,4.011866356527724,1.6403820447095685
1538,"Gdynia, Wzgórze Św. Maksymiliana",2435873.0,22900.0,106.37,4.0,4.0,0,pierwotny,2022.0,apartamentowiec,1.0,miejskie,6.0,1,0,0,0.0,Wzgórze Św. Maksymiliana,,6.3866546415811145,4.359835482339888,2.0268191592412266
1539,"Gdynia, Witomino, Słoneczna",885000.0,13828.0,64.0,3.0,2.0,1,wtórny,2021.0,blok,1.0,miejskie,9.0,1,0,0,1.0,Witomino,,5.946943270697825,4.140759370870369,1.806179973983887
1540,"Gdynia, Leszczynki",369000.0,10603.0,34.8,2.0,3.0,0,wtórny,2000.0,blok,0.0,miejskie,3.0,0,0,0,22.0,Leszczynki,,5.567026366159061,4.025428761407241,1.541579243946581
1541,"Gdynia, Śródmieście",2990000.0,34258.0,87.28,2.0,7.0,1,wtórny,,apartamentowiec,1.0,,7.0,0,0,1,,Śródmieście,,6.47567118832443,4.534762005030027,1.9409147375802855
1542,"Gdynia, pomorskie",329000.0,8436.0,39.0,2.0,2.0,0,wtórny,,,1.0,miejskie,10.0,1,0,0,,,,5.517195897949974,3.926136571067449,1.591064607026499
1543,"Gdynia, Chylonia",350000.0,7566.0,46.26,2.0,3.0,0,wtórny,1973.0,blok,0.0,miejskie,4.0,1,0,0,49.0,Chylonia,,5.544068044350276,3.878866336956725,1.6652056284346006
1544,"Gdynia, Wzgórze Św. Maksymiliana",799000.0,11414.0,70.0,3.0,1.0,0,wtórny,1940.0,kamienica,0.0,gazowe,2.0,0,0,0,82.0,Wzgórze Św. Maksymiliana,,5.902546779313991,4.057437868212939,1.845098040014257
1545,"Gdynia, Orłowo",4606458.0,33996.0,135.5,4.0,1.0,1,pierwotny,2021.0,apartamentowiec,1.0,gazowe,2.0,1,0,0,1.0,Orłowo,,6.663367115778486,4.531427820568062,2.1319392952104246
1546,"Gdynia, Śródmieście, Węglowa",807467.4,16580.0,48.7,2.0,8.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,0,2.0,Śródmieście,,5.90712499752214,4.219584526214255,1.6875289612146342
1547,"Gdynia, Śródmieście, Węglowa",804081.6,17072.0,47.1,2.0,3.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,0,2.0,Śródmieście,,5.905300124160736,4.232284402080395,1.6730209071288962
1548,"Gdynia, Śródmieście, Węglowa",907999.2,18760.0,48.4,2.0,8.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,0,2.0,Śródmieście,,5.958085465882607,4.273232834043045,1.6848453616444126
1549,"Gdynia, Śródmieście",1400000.0,14840.0,94.34,3.0,4.0,1,wtórny,,apartamentowiec,1.0,,6.0,0,0,0,,Śródmieście,,6.146128035678238,4.171433900943009,1.974695871909683
1550,"Gdynia, Chylonia",460000.0,7957.0,57.81,3.0,2.0,0,wtórny,,kamienica,0.0,gazowe,3.0,0,0,0,,Chylonia,,5.662757831681574,3.9007493580610797,1.7620029693751154
1551,"Gdynia, Cisowa",470000.0,7833.0,60.0,5.0,4.0,0,wtórny,,,1.0,miejskie,10.0,0,0,0,,Cisowa,,5.672097857935717,3.893928126542607,1.7781512503836436
1552,"Gdynia, Oksywie",541723.0,9163.0,59.12,4.0,0.0,0,pierwotny,2020.0,blok,1.0,miejskie,3.0,0,0,0,2.0,Oksywie,,5.733777274872847,3.9620376865650124,1.7717344253867693
1553,"Gdynia, Oksywie",517767.0,8752.0,59.16,4.0,2.0,0,pierwotny,2021.0,,0.0,,3.0,0,0,0,1.0,Oksywie,,5.714134367121235,3.9421073089893555,1.7720281653248549
1554,"Gdynia, Witomino, Małokacka",735000.0,11099.0,66.22,4.0,1.0,1,pierwotny,2021.0,blok,0.0,miejskie,3.0,0,0,1,1.0,Witomino,,5.866287339084195,4.045283851395135,1.8209891764160495
1555,"Gdynia, Śródmieście, 10 Lutego",680000.0,22849.0,29.76,1.0,2.0,0,wtórny,2021.0,,0.0,,7.0,0,0,0,1.0,Śródmieście,,5.832508912706237,4.358867197666904,1.473632926873841
1556,"Gdynia, Oksywie, gen. Marii Wittekówny",598000.0,10679.0,56.0,3.0,2.0,1,wtórny,2009.0,apartamentowiec,0.0,miejskie,3.0,1,0,0,13.0,Oksywie,,5.776701183988411,4.028530586511328,1.7481880270062005
1557,"Gdynia, Wzgórze Św. Maksymiliana, ul. gen. Maczka",799000.0,11925.0,67.0,3.0,0.0,0,wtórny,,kamienica,0.0,miejskie,3.0,0,0,0,,Wzgórze Św. Maksymiliana,,5.902546779313991,4.076458387712152,1.8260748027008264
1558,"Gdynia, Wzgórze Św. Maksymiliana, Gabriela Narutowicza",1199000.0,13285.0,90.25,3.0,0.0,1,wtórny,1969.0,dom,0.0,gazowe,1.0,0,1,0,53.0,Wzgórze Św. Maksymiliana,,6.078819183098848,4.123361558746296,1.9554472105776954
1559,"Gdynia, Działki Leśne, Wolności",501160.0,13814.0,36.28,1.0,2.0,1,wtórny,2022.0,dom,1.0,gazowe,3.0,1,0,0,0.0,Działki Leśne,,5.699976400565288,4.140319451670128,1.5596672783880576
1560,"Gdynia, Leszczynki, Jana Dantyszka",529000.0,9809.0,53.93,3.0,5.0,0,wtórny,,blok,1.0,miejskie,10.0,1,0,0,,Leszczynki,,5.723455672035186,3.9916247345340055,1.7318304202881625
1561,"Gdynia, Śródmieście",1075000.0,12952.0,83.0,3.0,3.0,0,wtórny,1931.0,,0.0,gazowe,4.0,0,0,0,91.0,Śródmieście,,6.031408464251625,4.112336835745317,1.919078092376074
1562,"Gdynia, Witomino, Nauczycielska",359000.0,8487.0,42.3,2.0,2.0,0,wtórny,1975.0,,0.0,miejskie,4.0,0,0,0,47.0,Witomino,,5.555094448578319,3.9287542021766533,1.6263403673750423
1563,"Gdynia, Śródmieście, 3 Maja",895000.0,16308.0,54.88,3.0,4.0,0,wtórny,1950.0,kamienica,1.0,miejskie,5.0,1,0,0,72.0,Śródmieście,,5.951823035315912,4.212400702780119,1.7394141026986953
1564,"Gdynia, Babie Doły",399000.0,10940.0,36.47,1.0,1.0,0,wtórny,1980.0,,0.0,miejskie,4.0,0,0,0,42.0,Babie Doły,,5.600972895686748,4.039017321997412,1.5619357633137814
1565,"Gdynia, Orłowo, Przebendowskich",1900000.0,17243.0,110.19,3.0,2.0,1,wtórny,1936.0,,0.0,,2.0,1,1,0,86.0,Orłowo,,6.278753600952829,4.236612828199769,2.042142183064956
1566,"Gdynia, Działki Leśne, Wolności",1399000.0,17208.0,81.3,3.0,1.0,0,pierwotny,2021.0,,0.0,,2.0,0,0,0,1.0,Działki Leśne,,6.145817714491828,4.235730397379406,1.9100905455940682
1567,"Gdynia, Mały Kack, Parkowa",750908.0,11788.0,63.7,3.0,1.0,0,pierwotny,2022.0,blok,1.0,miejskie,3.0,1,0,0,0.0,Mały Kack,,5.875586731225406,4.071440127177888,1.8041394323353503
1568,"Gdynia, Redłowo, Zwycięstwa",917181.0,13176.0,69.61,3.0,4.0,0,wtórny,2021.0,blok,1.0,miejskie,8.0,1,0,0,1.0,Redłowo,,5.962455049458878,4.119783586161698,1.8426716337607885
1569,"Gdynia, Dąbrowa, Rdestowa",459000.0,8110.0,56.6,2.0,4.0,0,wtórny,1997.0,blok,0.0,miejskie,4.0,0,0,0,25.0,Dąbrowa,,5.661812685537261,3.909020854211156,1.7528164311882715
1570,"Gdynia, Redłowo, Zwycięstwa",707454.0,16204.0,43.66,1.0,9.0,0,pierwotny,2023.0,blok,1.0,miejskie,16.0,1,0,0,-1.0,Redłowo,,5.849698206463971,4.209622234511551,1.6400837313731202
1571,"Gdynia, Oksywie",504730.0,8500.0,59.38,2.0,3.0,1,pierwotny,,blok,1.0,miejskie,4.0,1,1,1,,Oksywie,,5.703059118974319,3.929418925714293,1.7736401932600259
1572,"Gdynia, Śródmieście, A. Hryniewickiego",1100000.0,24554.0,44.8,2.0,5.0,0,wtórny,2009.0,apartamentowiec,1.0,miejskie,28.0,0,0,1,13.0,Śródmieście,,6.041392685158225,4.390122251506701,1.651278013998144
1573,"Gdynia, Chylonia, Gniewska",409000.0,9601.0,42.6,2.0,,0,wtórny,,,0.0,,,0,0,0,,Chylonia,,5.611723308007342,3.982316469692065,1.6294095991027189
1574,"Gdynia, Mały Kack, Miła",1170000.0,12316.0,95.0,3.0,1.0,1,wtórny,2001.0,apartamentowiec,0.0,miejskie,2.0,1,1,1,21.0,Mały Kack,,6.068185861746161,4.090469680231161,1.9777236052888478
1575,"Gdynia, Orłowo, SPACEROWA",3800000.0,17512.0,217.0,5.0,0.0,1,wtórny,1997.0,apartamentowiec,1.0,miejskie,3.0,0,1,1,25.0,Orłowo,,6.57978359661681,4.2433357485598755,2.3364597338485296
1576,"Gdynia, Mały Kack",670788.0,13856.0,48.41,2.0,0.0,0,pierwotny,2022.0,blok,1.0,miejskie,3.0,0,1,1,0.0,Mały Kack,,5.8265852847325,4.141637874673272,1.6849350826408895
1577,"Gdynia, Orłowo",2383949.0,18019.0,132.3,4.0,2.0,1,pierwotny,2021.0,apartamentowiec,1.0,miejskie,2.0,1,0,0,1.0,Orłowo,,6.377296960273109,4.2557306852816295,2.121559844187501
1578,"Gdynia, Orłowo, Przebendowskich",5400000.0,10800.0,500.0,,-0.5,1,wtórny,1936.0,kamienica,0.0,gazowe,3.0,1,1,0,86.0,Orłowo,,6.732393759822968,4.033423755486949,2.6989700043360187
1579,"Gdynia, Śródmieście, A. Hryniewickiego",1350000.0,30752.0,43.9,2.0,7.0,1,wtórny,2008.0,apartamentowiec,1.0,miejskie,29.0,1,0,0,14.0,Śródmieście,,6.1303337684950066,4.4878733659884515,1.6424645202421213
1580,"Gdynia, Śródmieście",915840.0,18922.0,48.4,2.0,8.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,1,2.0,Śródmieście,,5.961819607743664,4.276967038147092,1.6848453616444126
1581,"Gdynia, Chwarzno-Wiczlino",790000.0,9580.0,82.46,4.0,1.0,1,wtórny,2013.0,blok,1.0,miejskie,4.0,0,0,1,9.0,Chwarzno-Wiczlino,,5.897627091290442,3.9813655090785445,1.9162433304653397
