,address,price,price_m2,area_m2,rooms,floor,parking,market,build_yr,building_type,elevator,heating_type,max_floor,balcony,backyard,terrace,building_age,district,street,log_price,log_price_m2,log_area_m2
1007,"Gdynia, Pogórze",389801.0,9350.0,41.69,2.0,1.0,1,pierwotny,2022.0,,1.0,,2.0,1,0,0,0.0,Pogórze,,5.590842948927126,3.9708116108725178,1.6200318951262973
1008,"Gdynia, Pogórze",429015.0,9250.0,46.38,2.0,0.0,1,pierwotny,2022.0,,1.0,,2.0,0,1,0,0.0,Pogórze,,5.632472477041001,3.9661417327390325,1.6663307443019686
1009,"Gdynia, Pogórze",539400.0,9567.0,56.38,3.0,1.0,1,pierwotny,2022.0,,1.0,,2.0,1,0,0,0.0,Pogórze,,5.731910942116873,3.9807757739626215,1.7511250715355835
1010,"Gdynia, Pogórze",384752.0,9350.0,41.15,2.0,0.0,1,pierwotny,2022.0,,1.0,,2.0,0,1,0,0.0,Pogórze,,5.585180886038815,3.9708116108725178,1.6143698395482886
1011,"Gdynia, Pogórze",384752.0,9350.0,41.15,2.0,0.0,1,pierwotny,2022.0,,1.0,,2.0,0,1,0,0.0,Pogórze,,5.585180886038815,3.9708116108725178,1.6143698395482886
1012,"Gdynia, Pogórze",480153.0,8530.0,56.29,3.0,0.0,1,pierwotny,2022.0,,1.0,,2.0,1,1,0,0.0,Pogórze,,5.681379646683882,3.930949031167523,1.7504312486602023
1013,"Gdynia, Działki Leśne, ul. Szczecińska",585000.0,13765.0,42.5,2.0,3.0,0,wtórny,1970.0,blok,0.0,miejskie,4.0,1,0,0,52.0,Działki Leśne,,5.76715586608218,4.138776215729349,1.6283889300503116
1014,"Gdynia, Obłuże, płk. Stanisława Dąbka",495000.0,7857.0,63.0,3.0,0.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,0,0,0,42.0,Obłuże,,5.694605198933568,3.8952567531448947,1.7993405494535817
1015,"Gdynia, Karwiny, Krzysztofa Kamila Baczyńskiego",449000.0,8804.0,51.0,2.0,0.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,1,0,0,42.0,Karwiny,,5.652246341003323,3.94468003388131,1.7075701760979363
1016,"Gdynia, Śródmieście, Wolności",896000.0,9885.0,90.64,4.0,1.0,1,wtórny,1942.0,kamienica,0.0,miejskie,4.0,1,0,0,80.0,Śródmieście,,5.952308009662125,3.994976673649691,1.957319896855341
1017,"Gdynia, Redłowo, ul. Bohaterów Starówki Warszawskiej",379000.0,14577.0,26.0,1.0,2.0,0,wtórny,,blok,0.0,miejskie,3.0,1,0,0,,Redłowo,,5.578639209968072,4.163668153782669,1.414973347970818
1018,"Gdynia, Dąbrowa",653184.0,11200.0,58.32,3.0,1.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,0.0,Dąbrowa,,5.8150355379800995,4.049218022670182,1.7658175153099183
1019,"Gdynia, Dąbrowa",602629.0,11300.0,53.33,3.0,0.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,0.0,Dąbrowa,,5.780050027166296,4.05307844348342,1.7269715836828767
1020,"Gdynia, Chylonia, Gniewska",467000.0,7782.0,60.01,3.0,4.0,0,wtórny,1993.0,blok,1.0,miejskie,12.0,1,0,0,29.0,Chylonia,,5.669316880566112,3.8910912264677235,1.7782236267660965
1021,"Gdynia, Grabówek, Marii Curie-Skłodowskiej",519000.0,10380.0,50.0,2.0,1.0,0,wtórny,1996.0,blok,0.0,miejskie,4.0,1,0,0,26.0,Grabówek,,5.715167357848458,4.016197353512439,1.6989700043360187
1022,"Gdynia, Wzgórze Św. Maksymiliana, ul. Górna",430000.0,12286.0,35.0,2.0,2.0,0,wtórny,1961.0,blok,0.0,miejskie,4.0,1,0,0,61.0,Wzgórze Św. Maksymiliana,,5.633468455579586,4.089410510983544,1.5440680443502757
1023,"Gdynia, Redłowo, Okrętowa",1150000.0,12514.0,91.9,3.0,0.0,0,wtórny,2008.0,apartamentowiec,1.0,inne,3.0,1,0,0,14.0,Redłowo,,6.060697840353612,4.097396150641503,1.9633155113861114
1024,"Gdynia, Śródmieście, 3 MAJA",435000.0,11983.0,36.3,1.0,3.0,0,wtórny,1957.0,kamienica,0.0,miejskie,5.0,1,0,0,65.0,Śródmieście,,5.638489256954637,4.078565559317117,1.5599066250361124
1025,"Gdynia, Wielki Kack, Myśliwska",959000.0,8913.0,107.6,4.0,4.0,1,wtórny,1995.0,blok,0.0,miejskie,4.0,1,0,0,27.0,Wielki Kack,,5.981818607170664,3.9500239065233265,2.0318122713303706
1026,"Gdynia, Mały Kack, ul. Olgierda",465450.0,12893.0,36.1,2.0,2.0,1,pierwotny,2022.0,blok,1.0,gazowe,3.0,1,0,0,0.0,Mały Kack,,5.667873034639847,4.1103539826640025,1.557507201905658
1027,"Gdynia, Chylonia, Helska",450000.0,10144.0,44.36,2.0,1.0,0,wtórny,1933.0,kamienica,0.0,gazowe,1.0,0,0,0,89.0,Chylonia,,5.653212513775344,4.0062092405376575,1.6469915374771225
1028,"Gdynia, Grabówek, Grabowo",645000.0,12900.0,50.0,2.0,1.0,1,wtórny,2000.0,,0.0,,2.0,1,1,0,22.0,Grabówek,,5.8095597146352675,4.110589710299249,1.6989700043360187
1029,"Gdynia, Pogórze, Żelazna",400000.0,6260.0,63.9,3.0,9.0,0,wtórny,,blok,1.0,miejskie,10.0,0,0,0,,Pogórze,,5.6020599913279625,3.7965743332104296,1.8055008581584002
1030,"Gdynia, Wielki Kack, Mała",1538358.0,9688.0,158.79,5.0,1.0,1,pierwotny,2021.0,apartamentowiec,0.0,gazowe,1.0,1,0,0,1.0,Wielki Kack,,6.187057414354945,3.9862341301349957,2.2008231487109304
1031,"Gdynia, Wielki Kack, Mała",1116698.0,13503.0,82.7,3.0,0.0,1,pierwotny,2022.0,apartamentowiec,0.0,,2.0,0,1,1,0.0,Wielki Kack,,6.047935738319738,4.1304302676581415,1.9175055095525466
1032,"Gdynia, Wzgórze Św. Maksymiliana, Żołnierzy Dywizji Kościuszkowskiej",1135500.0,15000.0,75.7,4.0,2.0,1,pierwotny,2022.0,apartamentowiec,1.0,,2.0,1,0,0,0.0,Wzgórze Św. Maksymiliana,,6.055187138555754,4.176091259055681,1.8790958795000727
1033,"Gdynia, Wzgórze Św. Maksymiliana, Żołnierzy Dywizji Kościuszkowskiej",656214.0,14100.0,46.54,2.0,0.0,1,pierwotny,2022.0,apartamentowiec,1.0,,2.0,1,0,0,0.0,Wzgórze Św. Maksymiliana,,5.817045491606091,4.14921911265538,1.667826378950711
1034,"Gdynia, Chwarzno-Wiczlino",770000.0,12419.0,62.0,3.0,1.0,1,wtórny,2021.0,,0.0,,1.0,1,0,1,1.0,Chwarzno-Wiczlino,,5.886490725172482,4.094086627083193,1.792391689498254
1035,"Gdynia, Grabówek, Morska",389000.0,10788.0,36.06,1.0,1.0,0,wtórny,1939.0,,0.0,,4.0,0,0,0,83.0,Grabówek,,5.589949601325708,4.032940937780854,1.5570257223863833
1036,"Gdynia, Orłowo, ul. Bernadowska",3500000.0,30295.0,115.53,4.0,2.0,1,wtórny,2020.0,apartamentowiec,1.0,,2.0,1,0,1,2.0,Orłowo,,6.544068044350276,4.481370956832548,2.0626947733423937
1037,"Gdynia, Śródmieście, Armii Wojska Polskiego",2450000.0,27072.0,90.5,4.0,2.0,1,wtórny,2017.0,kamienica,1.0,miejskie,,1,0,1,5.0,Śródmieście,,6.389166084364533,4.43252034135893,1.9566485792052033
1038,"Gdynia, Leszczynki, ul. Kaspra Geskiego",628235.0,9500.0,66.13,4.0,0.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,0,1,1,0.0,Leszczynki,,5.798122127992829,3.9777236052888476,1.8203985227039816
1039,"Gdynia, Oksywie, Bosmańska",349000.0,9233.0,37.8,2.0,2.0,0,wtórny,1954.0,kamienica,0.0,miejskie,2.0,0,0,0,68.0,Oksywie,,5.54282542695918,3.965342835560622,1.5774917998372253
1040,"Gdynia, Redłowo",1399476.0,16038.0,87.26,4.0,3.0,0,pierwotny,2022.0,,0.0,,7.0,0,0,0,0.0,Redłowo,,6.145965455030163,4.2051502091401805,1.9408152086508013
1041,"Gdynia, Redłowo",849485.0,17280.0,49.16,2.0,5.0,0,pierwotny,2021.0,,0.0,,9.0,1,0,0,1.0,Redłowo,,5.929155714606191,4.237543738142874,1.6916118742144164
1042,"Gdynia, Wielki Kack",800000.0,10811.0,74.0,4.0,0.0,0,wtórny,2013.0,apartamentowiec,0.0,miejskie,2.0,1,0,0,9.0,Wielki Kack,,5.903089986991944,4.0338658673479,1.8692317197309762
1043,"Gdynia, Leszczynki, Opata Hackiego",350000.0,9722.0,36.0,2.0,4.0,0,wtórny,1980.0,,0.0,,4.0,0,0,0,42.0,Leszczynki,,5.544068044350276,3.9877556167385233,1.5563025007672873
1044,"Gdynia, Mały Kack, Bernadowo, Parkowa",1260000.0,12963.0,97.2,4.0,2.0,1,wtórny,2002.0,apartamentowiec,0.0,miejskie,2.0,1,0,0,20.0,Mały Kack,,6.1003705451175625,4.112705521030892,1.9876662649262746
1045,"Gdynia, Dąbrowa",515928.0,11100.0,46.48,2.0,0.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,3.0,0,1,0,0.0,Dąbrowa,,5.712589098168932,4.045322978786658,1.6672661193822742
1046,"Gdynia, Oksywie",330300.0,10000.0,33.03,1.0,0.0,0,pierwotny,1954.0,blok,0.0,miejskie,2.0,0,0,0,68.0,Oksywie,,5.518908573691414,4.0,1.5189085736914143
1047,"Gdynia, Oksywie",505780.0,9500.0,53.24,3.0,0.0,0,pierwotny,1954.0,blok,0.0,miejskie,2.0,0,0,0,68.0,Oksywie,,5.703961652091485,3.9777236052888476,1.7262380468026375
1048,"Gdynia, Oksywie",484000.0,10000.0,48.4,2.0,0.0,0,pierwotny,1954.0,blok,0.0,miejskie,2.0,0,0,0,68.0,Oksywie,,5.684845361644412,4.0,1.6848453616444126
1049,"Gdynia, Śródmieście, 10 Lutego",3950000.0,35483.0,111.32,3.0,5.0,0,wtórny,2021.0,,0.0,,7.0,0,0,0,1.0,Śródmieście,,6.596597095626461,4.550020331237659,2.0465731976620054
1050,"Gdynia, Mały Kack, Strzelców",980000.0,14000.0,70.0,3.0,4.0,1,wtórny,2013.0,blok,0.0,miejskie,6.0,1,0,0,9.0,Mały Kack,,5.991226075692495,4.146128035678238,1.845098040014257
1051,"Gdynia, Oksywie, płk. Stanisława Dąbka",319000.0,9873.0,32.31,2.0,4.0,0,wtórny,1978.0,,0.0,miejskie,4.0,0,0,0,44.0,Oksywie,,5.503790683057181,3.994449137014036,1.5093369580176441
1052,"Gdynia, Śródmieście",599000.0,10120.0,59.19,3.0,5.0,0,wtórny,1950.0,kamienica,0.0,miejskie,5.0,1,0,0,72.0,Śródmieście,,5.7774268223893115,4.00518051250378,1.7722483399718536
1053,"Gdynia, Cisowa, Chylońska",489000.0,8016.0,61.0,3.0,0.0,0,wtórny,1980.0,,0.0,miejskie,4.0,0,0,0,42.0,Cisowa,,5.68930885912362,3.9039577085231705,1.7853298350107671
1054,"Gdynia, Wzgórze Św. Maksymiliana, Dywizji Kościuszkowskiej",1175658.0,14100.0,83.38,4.0,0.0,0,wtórny,2022.0,apartamentowiec,1.0,miejskie,2.0,1,0,0,0.0,Wzgórze Św. Maksymiliana,,6.0702810034456585,4.14921911265538,1.9210618907902786
1055,"Gdynia, Śródmieście, Węglowa",1390824.0,22763.0,61.1,2.0,10.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,0,2.0,Śródmieście,,6.143272176243055,4.357229498390283,1.7860412102425542
1056,"Gdynia, Chwarzno-Wiczlino, Stanisława Filipkowskiego",739000.0,10238.0,72.18,3.0,1.0,1,wtórny,2013.0,,0.0,miejskie,3.0,1,0,0,9.0,Chwarzno-Wiczlino,,5.868644438394826,4.010215125214226,1.8584168777234884
1057,"Gdynia, Grabówek, ul. Filomatów",689000.0,10940.0,62.98,3.0,0.0,1,pierwotny,2023.0,blok,0.0,miejskie,3.0,0,0,1,-1.0,Grabówek,,5.838219221907626,4.039017321997412,1.799202656300525
1058,"Gdynia, Grabówek, ul. Filomatów",480000.0,10283.0,46.68,3.0,3.0,1,pierwotny,2023.0,blok,0.0,miejskie,3.0,1,0,0,-1.0,Grabówek,,5.681241237375588,4.012119835804513,1.6691308473733326
1059,"Gdynia, Pogórze, Twardowskiego",529000.0,5176.0,102.2,4.0,1.0,1,pierwotny,2023.0,apartamentowiec,0.0,miejskie,1.0,1,0,0,-1.0,Pogórze,,5.723455672035186,3.713994267660644,2.009450895798694
1060,"Gdynia, Pogórze, Twardowskiego",479000.0,8406.0,56.98,3.0,0.0,1,pierwotny,2022.0,apartamentowiec,0.0,miejskie,1.0,0,1,1,0.0,Pogórze,,5.680335513414564,3.9245893856694183,1.755722444903458
1061,"Gdynia, Redłowo",1499999.0,17647.0,85.0,3.0,2.0,1,wtórny,2012.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,10.0,Redłowo,,6.17609096952593,4.246670885690703,1.9294189257142926
1062,"Gdynia, Karwiny",515000.0,8622.0,59.73,3.0,3.0,0,wtórny,1987.0,blok,0.0,miejskie,4.0,1,0,0,35.0,Karwiny,,5.711807229041191,3.9356080185178692,1.776192514747072
1063,"Gdynia, Mały Kack, ul. Olgierda",516930.0,13759.0,37.57,2.0,3.0,1,pierwotny,2023.0,blok,0.0,gazowe,3.0,0,0,0,-1.0,Mały Kack,,5.713431737151994,4.138586870653583,1.5748411950633847
1064,"Gdynia, Witomino, Widna",375000.0,8721.0,43.0,2.0,4.0,0,wtórny,1964.0,blok,0.0,miejskie,4.0,0,0,0,58.0,Witomino,,5.574031267727719,3.9405662864900903,1.6334684555795864
1065,"Gdynia, Śródmieście",810000.0,12960.0,62.5,3.0,1.0,1,wtórny,1962.0,,0.0,,5.0,0,0,0,60.0,Śródmieście,,5.9084850188786495,4.1126050015345745,1.7958800173440752
1066,"Gdynia, Śródmieście",990000.0,15000.0,66.0,3.0,,0,wtórny,1938.0,kamienica,0.0,gazowe,,0,0,0,84.0,Śródmieście,,5.99563519459755,4.176091259055681,1.8195439355418688
1067,"Gdynia, Orłowo, Orłowska",1290000.0,18526.0,69.63,3.0,2.0,0,wtórny,1938.0,kamienica,0.0,gazowe,3.0,0,0,0,84.0,Orłowo,,6.110589710299249,4.267781659715359,1.8427963951755801
1068,"Gdynia, Chwarzno-Wiczlino",530200.0,11000.0,48.2,2.0,2.0,0,wtórny,2015.0,blok,1.0,,3.0,1,0,0,7.0,Chwarzno-Wiczlino,,5.724439723397075,4.041392685158225,1.6830470382388496
1069,"Gdynia, Wzgórze Św. Maksymiliana, Mikołaja Reja",897000.0,11362.0,78.95,3.0,0.0,0,wtórny,,,0.0,,2.0,0,0,0,,Wzgórze Św. Maksymiliana,,5.952792443044092,4.05545478494124,1.8973521343443132
1070,"Gdynia, Obłuże, Benisławskiego",828000.0,11500.0,72.0,3.0,3.0,1,wtórny,2020.0,blok,1.0,miejskie,4.0,0,0,1,2.0,Obłuże,,5.91803033678488,4.060697840353612,1.8573324964312685
1071,"Gdynia, Wzgórze Św. Maksymiliana, Partyzantów",1884000.0,24000.0,78.5,3.0,0.0,1,pierwotny,2020.0,apartamentowiec,1.0,,2.0,0,1,1,2.0,Wzgórze Św. Maksymiliana,,6.275080898456858,4.380211241711606,1.8948696567452525
1072,"Gdynia, Oksywie, inż. J. Śmidowicza",466319.78,7841.0,59.47,4.0,1.0,1,wtórny,,blok,1.0,,3.0,1,0,0,,Oksywie,,5.668683837420308,3.8943714538562375,1.7742979384992774
1073,"Gdynia, Oksywie, inż. J. Śmidowicza",489362.1,9508.0,51.47,2.0,0.0,1,wtórny,,blok,1.0,,3.0,0,1,0,,Oksywie,,5.689630331182028,3.9780891730561425,1.7115541682501696
1074,"Gdynia, Śródmieście, Stefana Żeromskiego",933570.0,17735.0,52.64,2.0,4.0,1,pierwotny,2024.0,,1.0,miejskie,4.0,0,0,0,-2.0,Śródmieście,,5.970146887334878,4.248831192807962,1.721315880605899
1075,"Gdynia, Mały Kack, ul. Olgierda",799883.0,12154.0,65.81,3.0,2.0,1,pierwotny,2023.0,blok,0.0,gazowe,3.0,1,0,0,-1.0,Mały Kack,,5.903026466778936,4.084719232011298,1.8182918907999959
1076,"Gdynia, Dąbrowa",676512.0,11600.0,58.32,3.0,2.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,0.0,Dąbrowa,,5.830275504536837,4.064457989226918,1.7658175153099183
1077,"Gdynia, Dąbrowa",728511.0,11300.0,64.47,3.0,1.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,0.0,Dąbrowa,,5.8624361136945256,4.05307844348342,1.8093576702111058
1078,"Gdynia, Babie Doły, Dedala",780000.0,11765.0,66.3,4.0,4.0,1,wtórny,1980.0,,0.0,,4.0,1,0,0,42.0,Babie Doły,,5.892094602690481,4.07059193151204,1.8215135284047732
1079,"Gdynia, Leszczynki",440000.0,11957.0,36.8,2.0,1.0,1,wtórny,2012.0,,0.0,,5.0,1,0,0,10.0,Leszczynki,,5.643452676486188,4.077622229244519,1.5658478186735176
1080,"Gdynia, Wzgórze Św. Maksymiliana",1135500.0,15000.0,75.7,4.0,3.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,3.0,0,0,1,2.0,Wzgórze Św. Maksymiliana,,6.055187138555754,4.176091259055681,1.8790958795000727
1081,"Gdynia, Karwiny",420000.0,11667.0,36.0,2.0,3.0,0,wtórny,1985.0,blok,0.0,miejskie,4.0,1,0,0,37.0,Karwiny,,5.623249290397901,4.0669591978671225,1.5563025007672873
1082,"Gdynia, Chylonia",370000.0,8222.0,45.0,2.0,1.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Chylonia,,5.568201724066995,3.914977472444331,1.6532125137753437
1083,"Gdynia, Grabówek, Morska",574000.0,7651.0,75.02,3.0,2.0,1,wtórny,1920.0,kamienica,0.0,elektryczne,2.0,1,0,0,102.0,Grabówek,,5.758911892397974,3.88371820196396,1.875177059814704
1084,"Gdynia, Grabówek, Morska",582000.0,7830.0,74.33,3.0,1.0,1,wtórny,1920.0,kamienica,0.0,elektryczne,2.0,1,0,0,102.0,Grabówek,,5.764922984649888,3.8937617620579434,1.8711641328029494
1085,"Gdynia, Grabówek, Morska",508000.0,7915.0,64.18,3.0,2.0,1,wtórny,1920.0,kamienica,0.0,elektryczne,2.0,1,0,0,102.0,Grabówek,,5.705863712283919,3.8984509191983747,1.8073997127594854
1086,"Gdynia, Śródmieście, św. Piotra",945590.0,20287.0,46.61,2.0,10.0,1,wtórny,2023.0,,0.0,,17.0,0,0,0,-1.0,Śródmieście,,5.97570287072015,4.307217829203142,1.6684791029325856
1087,"Gdynia, Mały Kack, ul. Leśna",1650000.0,13525.0,122.0,5.0,1.0,1,wtórny,2018.0,apartamentowiec,1.0,miejskie,2.0,1,0,1,4.0,Mały Kack,,6.217483944213907,4.131137273778607,2.0863598306747484
1088,"Gdynia, Śródmieście, Portowa",799000.0,10283.0,77.7,4.0,5.0,0,wtórny,1950.0,,0.0,,5.0,0,0,0,72.0,Śródmieście,,5.902546779313991,4.012119835804513,1.8904210188009143
1089,"Gdynia, Witomino, 2 Morskiego Pułku Strzelców",405000.0,9975.0,40.6,2.0,3.0,0,wtórny,1980.0,,0.0,miejskie,4.0,0,0,0,42.0,Witomino,,5.607455023214668,3.998912904358786,1.608526033577194
1090,"Gdynia, pomorskie",769000.0,11687.0,65.8,4.0,1.0,1,wtórny,2011.0,blok,1.0,miejskie,3.0,1,0,0,11.0,,,5.885926339801431,4.067703044040066,1.8182258936139555
1091,"Gdynia, Mały Kack",775000.0,13839.0,56.0,3.0,0.0,1,wtórny,2018.0,blok,1.0,inne,2.0,0,0,0,4.0,Mały Kack,,5.889301702506311,4.141104709327929,1.7481880270062005
1092,"Gdynia, Śródmieście, Wójta Radtkego",640000.0,13574.0,47.15,3.0,1.0,0,wtórny,1964.0,blok,0.0,miejskie,8.0,1,0,0,58.0,Śródmieście,,5.8061799739838875,4.132707844855448,1.6734816970733473
1093,"Gdynia, Śródmieście",749000.0,14332.0,52.26,2.0,5.0,0,wtórny,,blok,1.0,miejskie,5.0,1,0,0,,Śródmieście,,5.874481817699467,4.156306799494073,1.7181694053913068
1094,"Gdynia, Chylonia, Ludwika Zamenhofa",390000.0,10521.0,37.07,2.0,3.0,0,wtórny,1970.0,,0.0,,4.0,0,0,0,52.0,Chylonia,,5.5910646070264995,4.0220570206011645,1.5690225860295637
1095,"Gdynia, Obłuże",395000.0,6583.0,60.0,3.0,4.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Obłuże,,5.596597095626461,3.8184238550920786,1.7781512503836436
1096,"Gdynia, Wzgórze Św. Maksymiliana, Wojewody Wachowiaka",420000.0,12899.0,32.56,1.0,0.0,0,wtórny,1960.0,,0.0,,2.0,0,0,0,62.0,Wzgórze Św. Maksymiliana,,5.623249290397901,4.110556042755381,1.5126843962171637
1097,"Gdynia, Dąbrowa",544065.0,11500.0,47.31,2.0,1.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,0.0,Dąbrowa,,5.735650788402177,4.060697840353612,1.6749529480485654
1098,"Gdynia, Chwarzno-Wiczlino, Chwarzno, Gen. Mariusza Zaruskiego",759000.0,10327.0,73.5,3.0,1.0,1,wtórny,2014.0,blok,1.0,gazowe,3.0,1,0,1,8.0,Chwarzno-Wiczlino,,5.88024177589548,4.013974177020916,1.866287339084195
1099,"Gdynia, Oksywie, Bosmańska",299000.0,8306.0,36.0,1.0,0.0,0,wtórny,1955.0,blok,0.0,gazowe,3.0,0,0,0,67.0,Oksywie,,5.47567118832443,3.9193919267738595,1.5563025007672873
1100,"Gdynia, Leszczynki, ul. Kaspra Geskiego",306425.0,11900.0,25.75,1.0,3.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,1,0,0,0.0,Leszczynki,,5.4863241947697405,4.075546961392531,1.4107772333772097
1101,"Gdynia, Leszczynki, ul. Kaspra Geskiego",532615.0,11180.0,47.64,3.0,3.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,1,0,0,0.0,Leszczynki,,5.726413393281096,4.048441803550404,1.6779717528107398
1102,"Gdynia, Leszczynki, ul. Kaspra Geskiego",463105.0,11276.0,41.07,2.0,3.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,1,0,0,0.0,Leszczynki,,5.665679469961043,4.052155067199565,1.6135247028536523
1103,"Gdynia, Leszczynki, ul. Kaspra Geskiego",407400.0,11660.0,34.94,2.0,3.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,1,0,0,0.0,Leszczynki,,5.610021024664145,4.066698550422995,1.543322900646912
1104,"Gdynia, Leszczynki, ul. Kaspra Geskiego",516608.0,10844.0,47.64,3.0,2.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,1,0,0,0.0,Leszczynki,,5.713161127212741,4.035189508908448,1.6779717528107398
1105,"Gdynia, Leszczynki, ul. Kaspra Geskiego",505175.0,10604.0,47.64,3.0,1.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,0,1,1,0.0,Leszczynki,,5.703441850136071,4.025469719061056,1.6779717528107398
1106,"Gdynia, Leszczynki, ul. Kaspra Geskiego",439449.0,10700.0,41.07,2.0,1.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,1,0,0,0.0,Leszczynki,,5.642908480538862,4.02938377768521,1.6135247028536523
1107,"Gdynia, Leszczynki, ul. Kaspra Geskiego",521182.0,10940.0,47.64,3.0,0.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,0,1,1,0.0,Leszczynki,,5.7169894081233075,4.039017321997412,1.6779717528107398
1108,"Gdynia, Oksywie",330000.0,10233.0,32.25,2.0,1.0,0,wtórny,1978.0,blok,0.0,miejskie,4.0,0,0,0,44.0,Oksywie,,5.518513939877887,4.01000297412706,1.5085297189712865
1109,"Gdynia, Wzgórze Św. Maksymiliana, Świętojańska",557550.0,13500.0,41.3,2.0,2.0,0,wtórny,1960.0,blok,0.0,miejskie,3.0,0,0,0,62.0,Wzgórze Św. Maksymiliana,,5.746283820151407,4.1303337684950066,1.615950051656401
1110,"Gdynia, Dąbrowa",544065.0,11500.0,47.31,2.0,1.0,1,pierwotny,2022.0,,1.0,miejskie,3.0,1,0,0,0.0,Dąbrowa,,5.735650788402177,4.060697840353612,1.6749529480485654
1111,"Gdynia, Chylonia, Chełmińska",570000.0,9982.0,57.1,3.0,2.0,1,wtórny,1998.0,blok,0.0,miejskie,3.0,1,0,0,24.0,Chylonia,,5.7558748556724915,3.9992175655301034,1.7566361082458481
1112,"Gdynia, Śródmieście",495000.0,11458.0,43.2,2.0,3.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Śródmieście,,5.694605198933568,4.059108817913594,1.6354837468149122
1113,"Gdynia, Śródmieście, św. Wojciecha",1089165.0,17474.0,62.33,3.0,2.0,0,wtórny,2024.0,,0.0,,5.0,1,0,0,-2.0,Śródmieście,,6.037093676965491,4.242392331375743,1.7946971268919987
1114,"Gdynia, Orłowo",4490000.0,41963.0,107.0,4.0,2.0,1,wtórny,,apartamentowiec,0.0,,2.0,0,0,1,,Orłowo,,6.652246341003323,4.622866529017994,2.0293837776852097
1115,"Gdynia, Śródmieście",1295956.0,15355.0,84.4,3.0,2.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,0,2.0,Śródmieście,,6.112590256718532,4.1862498207790875,1.9263424466256551
1116,"Gdynia, Wzgórze Św. Maksymiliana, bp. Dominika",615000.0,11942.0,51.5,2.0,2.0,0,wtórny,1965.0,blok,0.0,miejskie,4.0,1,0,0,57.0,Wzgórze Św. Maksymiliana,,5.788875115775417,4.077077066845761,1.711807229041191
1117,"Gdynia, Obłuże, Jantarowa",640000.0,6095.0,105.0,6.0,0.0,0,wtórny,,,0.0,,3.0,1,0,0,,Obłuże,,5.8061799739838875,3.7849737099544005,2.0211892990699383
1118,"Gdynia, Wzgórze Św. Maksymiliana, Wojewody Wachowiaka",760000.0,9620.0,79.0,5.0,3.0,0,wtórny,1960.0,,0.0,,3.0,0,0,0,62.0,Wzgórze Św. Maksymiliana,,5.880813592280791,3.983175072037813,1.8976270912904414
1119,"Gdynia, Karwiny, ul. Jarosława Iwaszkiewicza",320000.0,8450.0,37.87,1.0,4.0,0,wtórny,1989.0,blok,0.0,miejskie,4.0,1,0,0,33.0,Karwiny,,5.505149978319906,3.926856708949692,1.5782953051208262
1120,"Gdynia, Wzgórze Św. Maksymiliana",615000.0,11942.0,51.5,2.0,2.0,0,wtórny,1965.0,blok,0.0,miejskie,4.0,1,0,0,57.0,Wzgórze Św. Maksymiliana,,5.788875115775417,4.077077066845761,1.711807229041191
1121,"Gdynia, Grabówek",295000.0,8654.0,34.09,1.0,0.0,0,wtórny,1928.0,kamienica,0.0,elektryczne,4.0,0,0,0,94.0,Grabówek,,5.469822015978163,3.9372168908627057,1.5326270012288912
1122,"Gdynia, Redłowo, Legionów",799000.0,17438.0,45.82,2.0,1.0,1,wtórny,2012.0,apartamentowiec,1.0,miejskie,15.0,1,0,0,10.0,Redłowo,,5.902546779313991,4.24149667332751,1.6610550848533787
1123,"Gdynia, Wzgórze Św. Maksymiliana, bp. Dominika",615000.0,11942.0,51.5,2.0,2.0,0,wtórny,1965.0,blok,0.0,miejskie,4.0,0,0,0,57.0,Wzgórze Św. Maksymiliana,,5.788875115775417,4.077077066845761,1.711807229041191
