,index,address,price,price_m2,area_m2,rooms,floor,parking,market,build_yr,building_type,elevator,heating_type,max_floor,balcony,backyard,terrace,building_age,district,street
833,951,"Gdynia, Oksywie",511362.0,9929.0,51.5,3.0,0.0,1,pierwotny,2021.0,kamienica,0.0,miejskie,3.0,0,1,1,1.0,Oksywie,
834,952,"Gdynia, Chwarzno-Wiczlino, Chwarzno, Czesława Niemena",1435115.0,13450.0,106.7,4.0,1.0,1,wtórny,2020.0,blok,1.0,miejskie,3.0,1,0,0,2.0,Chwarzno-Wiczlino,
835,953,"Gdynia, Pustki Cisowskie-Demptowo",565000.0,7086.0,79.73,4.0,0.0,0,wtórny,1985.0,blok,0.0,miejskie,4.0,1,0,0,37.0,Pustki Cisowskie-Demptowo,
836,954,"Gdynia, Mały Kack, PARKOWA",1270000.0,13411.0,94.7,3.0,0.0,1,wtórny,2002.0,apartamentowiec,0.0,,2.0,0,0,1,20.0,Mały Kack,
837,955,"Gdynia, Śródmieście",912500.0,9999.0,91.26,4.0,3.0,0,wtórny,1930.0,kamienica,1.0,miejskie,4.0,1,0,0,92.0,Śródmieście,
838,956,"Gdynia, Dąbrowa, Sojowa",385000.0,9222.0,41.75,2.0,1.0,0,wtórny,1991.0,blok,0.0,miejskie,3.0,0,0,0,31.0,Dąbrowa,
839,957,"Gdynia, Działki Leśne",485000.0,7626.0,63.6,3.0,1.0,0,wtórny,,blok,0.0,miejskie,10.0,1,0,0,,Działki Leśne,
840,959,"Gdynia, Śródmieście",629000.0,13925.0,45.17,3.0,1.0,1,wtórny,1930.0,,0.0,miejskie,4.0,1,0,0,92.0,Śródmieście,
841,960,"Gdynia, Witomino, Pogodna",419000.0,11486.0,36.48,2.0,4.0,1,wtórny,1980.0,blok,0.0,miejskie,4.0,0,0,0,42.0,Witomino,
842,961,"Gdynia, Wielki Kack, Starodworcowa",650000.0,10293.0,63.15,2.0,2.0,1,wtórny,2006.0,blok,0.0,miejskie,2.0,1,0,0,16.0,Wielki Kack,
843,962,"Gdynia, Działki Leśne, Warszawska",550000.0,11084.0,49.62,2.0,1.0,1,wtórny,1980.0,blok,0.0,miejskie,4.0,1,0,0,42.0,Działki Leśne,
844,963,"Gdynia, Obłuże, ul. Jantarowa",640000.0,6095.0,105.0,6.0,0.0,0,wtórny,1997.0,blok,0.0,miejskie,,0,1,0,25.0,Obłuże,
845,964,"Gdynia, Wzgórze Św. Maksymiliana, ul. Wojewody Wachowiaka",870000.0,10993.0,79.14,3.0,3.0,0,wtórny,1960.0,kamienica,0.0,,3.0,0,0,0,62.0,Wzgórze Św. Maksymiliana,
846,965,"Gdynia, Śródmieście",1043625.0,17761.0,58.76,3.0,2.0,0,pierwotny,2024.0,,0.0,,4.0,0,0,0,-2.0,Śródmieście,
847,966,"Gdynia, Wzgórze Św. Maksymiliana, Elizy Orzeszkowej",444000.0,12000.0,37.0,2.0,2.0,0,wtórny,,,0.0,,3.0,0,0,0,,Wzgórze Św. Maksymiliana,
848,967,"Gdynia, Śródmieście",1423125.0,15400.0,92.41,3.0,3.0,1,pierwotny,2024.0,,0.0,,4.0,1,0,0,-2.0,Śródmieście,
849,968,"Gdynia, Chylonia, Chylońska",365000.0,7604.0,48.0,3.0,4.0,1,wtórny,1980.0,,0.0,,10.0,1,0,0,42.0,Chylonia,
850,969,"Gdynia, Śródmieście, Centrum, ul. Stefana Żeromskiego",435000.0,13262.0,32.8,2.0,5.0,0,wtórny,1928.0,kamienica,0.0,miejskie,5.0,0,0,0,94.0,Śródmieście,
851,970,"Gdynia, Śródmieście, Zgoda",458000.0,11450.0,40.0,1.0,1.0,0,wtórny,1950.0,kamienica,1.0,miejskie,5.0,0,0,0,72.0,Śródmieście,
852,971,"Gdynia, Oksywie, Algierska",1049000.0,7045.0,148.9,7.0,1.0,1,wtórny,1978.0,dom,0.0,gazowe,2.0,1,1,1,44.0,Oksywie,
853,972,"Gdynia, pomorskie",449000.0,8504.0,52.8,3.0,4.0,0,wtórny,1976.0,blok,1.0,miejskie,10.0,1,0,0,46.0,,
854,973,"Gdynia, Witomino, Pańska",660000.0,9851.0,67.0,3.0,9.0,0,wtórny,1980.0,blok,1.0,miejskie,10.0,1,0,0,42.0,Witomino,
855,974,"Gdynia, Chylonia, Morska",399000.0,8544.0,46.7,3.0,0.0,0,wtórny,1980.0,,0.0,miejskie,10.0,0,0,0,42.0,Chylonia,
856,975,"Gdynia, Pogórze, Komandora Jerzego Staniewicza",479000.0,7615.0,62.9,3.0,2.0,0,wtórny,1989.0,blok,0.0,miejskie,3.0,1,0,0,33.0,Pogórze,
857,976,"Gdynia, Chwarzno-Wiczlino, Czesława Niemena",1570000.0,14512.0,108.19,4.0,2.0,1,wtórny,2018.0,apartamentowiec,1.0,inne,3.0,1,0,0,4.0,Chwarzno-Wiczlino,
858,977,"Gdynia, Działki Leśne, Warszawska",319000.0,11562.0,27.59,1.0,0.0,0,wtórny,1960.0,kamienica,0.0,elektryczne,3.0,0,0,0,62.0,Działki Leśne,
859,978,"Gdynia, Działki Leśne, Wolności",1586000.0,15860.0,100.0,4.0,2.0,1,pierwotny,2021.0,apartamentowiec,1.0,inne,3.0,1,0,0,1.0,Działki Leśne,
860,979,"Gdynia, Chylonia, Kartuska",399900.0,9007.0,44.4,2.0,4.0,0,wtórny,1975.0,blok,0.0,miejskie,4.0,1,0,0,47.0,Chylonia,
861,980,"Gdynia, Chylonia",360000.0,7982.0,45.1,2.0,4.0,0,wtórny,1970.0,blok,0.0,miejskie,4.0,1,0,0,52.0,Chylonia,
862,982,"Gdynia, Wzgórze Św. Maksymiliana, ul. Gabriela Narutowicza",1181600.0,20000.0,59.08,3.0,1.0,1,pierwotny,2023.0,apartamentowiec,1.0,gazowe,2.0,1,0,0,-1.0,Wzgórze Św. Maksymiliana,
863,983,"Gdynia, Wzgórze Św. Maksymiliana, bp. Dominika",580000.0,11067.0,52.41,2.0,3.0,0,wtórny,1960.0,,0.0,miejskie,5.0,0,0,0,62.0,Wzgórze Św. Maksymiliana,
864,984,"Gdynia, Mały Kack, Parkowa",798471.0,12539.0,63.68,3.0,3.0,0,pierwotny,2022.0,,0.0,,3.0,1,0,0,0.0,Mały Kack,
865,985,"Gdynia, Chylonia",449000.0,11816.0,38.0,3.0,10.0,0,wtórny,,,0.0,,11.0,0,0,0,,Chylonia,
866,986,"Gdynia, pomorskie",630000.0,12115.0,52.0,2.0,1.0,0,wtórny,1960.0,,0.0,,4.0,1,0,0,62.0,,
867,987,"Gdynia, Mały Kack, Parkowa",699771.0,12992.0,53.86,2.0,1.0,0,pierwotny,2022.0,,0.0,,3.0,1,0,0,0.0,Mały Kack,
868,988,"Gdynia, Orłowo, Folwarczna",797000.0,16639.0,47.9,3.0,0.0,1,wtórny,1994.0,blok,0.0,inne,1.0,1,0,0,28.0,Orłowo,
869,989,"Gdynia, Chwarzno-Wiczlino, Stanisława Filipkowskiego",769000.0,11687.0,65.8,4.0,1.0,1,wtórny,2011.0,,0.0,miejskie,3.0,0,0,1,11.0,Chwarzno-Wiczlino,
870,990,"Gdynia, Wielki Kack, Sopocka",920000.0,11336.0,81.16,4.0,1.0,1,wtórny,2006.0,blok,0.0,miejskie,2.0,1,0,0,16.0,Wielki Kack,
871,991,"Gdynia, Śródmieście, Józefa Bema",1150000.0,13690.0,84.0,4.0,1.0,0,wtórny,1939.0,kamienica,0.0,gazowe,4.0,0,0,0,83.0,Śródmieście,
872,992,"Gdynia, Wzgórze Św. Maksymiliana, Partyzantów",2190000.0,25000.0,87.6,4.0,1.0,1,pierwotny,2020.0,apartamentowiec,1.0,,2.0,0,0,1,2.0,Wzgórze Św. Maksymiliana,
873,993,"Gdynia, Mały Kack, Kłajpedzka",1067950.0,13000.0,82.15,3.0,0.0,1,wtórny,2006.0,,0.0,,4.0,0,1,0,16.0,Mały Kack,
874,994,"Gdynia, Grabówek",340000.0,9942.0,34.2,1.0,3.0,0,wtórny,1954.0,blok,0.0,miejskie,4.0,0,0,0,68.0,Grabówek,
875,995,"Gdynia, Mały Kack",1250000.0,18248.0,68.5,3.0,0.0,1,wtórny,2013.0,kamienica,1.0,kotłownia,3.0,0,1,1,9.0,Mały Kack,
876,996,"Gdynia, Chwarzno-Wiczlino, Czesława Niemena",839000.0,10906.0,76.93,3.0,3.0,1,wtórny,2020.0,,1.0,miejskie,3.0,0,0,1,2.0,Chwarzno-Wiczlino,
877,997,"Gdynia, Witomino, Promienna",784000.0,14075.0,55.7,3.0,0.0,1,wtórny,2004.0,,0.0,miejskie,2.0,1,1,0,18.0,Witomino,
878,998,"Gdynia, Chylonia",389000.0,8855.0,43.93,2.0,4.0,0,wtórny,1967.0,blok,0.0,miejskie,4.0,1,0,0,55.0,Chylonia,
879,999,"Gdynia, Leszczynki, Jana Dantyszka",415000.0,7885.0,52.63,3.0,6.0,0,wtórny,1975.0,blok,1.0,miejskie,10.0,1,0,0,47.0,Leszczynki,
880,1000,"Gdynia, Śródmieście",687000.0,11814.0,58.15,2.0,4.0,0,wtórny,,kamienica,1.0,miejskie,6.0,1,0,0,,Śródmieście,
881,1001,"Gdynia, Dąbrowa, Sojowa",479000.0,7233.0,66.22,3.0,3.0,0,wtórny,1991.0,blok,0.0,miejskie,3.0,0,0,0,31.0,Dąbrowa,
882,1002,"Gdynia, Śródmieście",522445.0,17801.0,29.35,1.0,1.0,0,pierwotny,2023.0,,0.0,,4.0,0,0,0,-1.0,Śródmieście,
883,1003,"Gdynia, Wzgórze Św. Maksymiliana, Dywizji Kościuszkowskiej",1006230.0,10200.0,98.65,3.0,-0.5,0,wtórny,2022.0,,0.0,,2.0,0,0,0,0.0,Wzgórze Św. Maksymiliana,
884,1004,"Gdynia, Wzgórze Św. Maksymiliana, Wojewody Wachowiaka",728000.0,12931.0,56.3,3.0,0.0,1,wtórny,1960.0,,0.0,,4.0,0,0,0,62.0,Wzgórze Św. Maksymiliana,
885,1005,"Gdynia, Witomino",549000.0,13197.0,41.6,2.0,1.0,0,wtórny,1980.0,,0.0,,4.0,0,0,0,42.0,Witomino,
886,1006,"Gdynia, Oksywie",527568.0,10250.0,51.47,4.0,1.0,0,pierwotny,,,0.0,,3.0,0,0,0,,Oksywie,
887,1007,"Gdynia, Oksywie",525513.0,8828.0,59.53,4.0,1.0,0,pierwotny,,,0.0,,3.0,0,0,0,,Oksywie,
888,1008,"Gdynia, Oksywie",502522.0,8441.0,59.53,4.0,1.0,0,pierwotny,,,0.0,,3.0,0,0,0,,Oksywie,
889,1010,"Gdynia, Wzgórze Św. Maksymiliana, ul. Gabriela Narutowicza",992627.0,19100.0,51.97,3.0,0.0,1,pierwotny,2023.0,apartamentowiec,1.0,,2.0,0,1,0,-1.0,Wzgórze Św. Maksymiliana,
890,1011,"Gdynia, Mały Kack, ul. Olgierda",793482.0,11959.0,66.35,4.0,3.0,1,pierwotny,2022.0,blok,1.0,gazowe,3.0,1,0,0,0.0,Mały Kack,
891,1012,"Gdynia, Oksywie",466320.0,7772.0,60.0,3.0,1.0,1,pierwotny,2021.0,blok,1.0,miejskie,3.0,1,0,0,1.0,Oksywie,
892,1013,"Gdynia, Redłowo, Bohaterów Starówki Warszawskiej",459000.0,10929.0,42.0,2.0,8.0,0,wtórny,1970.0,blok,1.0,miejskie,9.0,1,0,1,52.0,Redłowo,
893,1014,"Gdynia, Obłuże, Benisławskiego",519000.0,9830.0,52.8,3.0,3.0,0,wtórny,1977.0,blok,1.0,miejskie,11.0,1,0,0,45.0,Obłuże,
894,1015,"Gdynia, Karwiny, Leona Kruczkowskiego",519000.0,8737.0,59.4,3.0,2.0,0,wtórny,1988.0,blok,0.0,miejskie,4.0,1,0,0,34.0,Karwiny,
895,1016,"Gdynia, Mały Kack, Lidzka",780000.0,4503.0,173.22,4.0,1.0,1,wtórny,1960.0,dom,0.0,gazowe,2.0,1,1,1,62.0,Mały Kack,
896,1017,"Gdynia, Śródmieście, Bydgoska",1090000.0,21083.0,51.7,2.0,2.0,1,wtórny,2020.0,apartamentowiec,1.0,,6.0,1,0,0,2.0,Śródmieście,
897,1018,"Gdynia, Śródmieście, Centrum",1105610.0,16070.0,68.8,3.0,3.0,1,pierwotny,,apartamentowiec,1.0,,,1,0,0,,Śródmieście,
898,1019,"Gdynia, Śródmieście, Centrum",928510.0,17509.0,53.03,3.0,0.0,1,pierwotny,,apartamentowiec,1.0,,,1,1,1,,Śródmieście,
899,1020,"Gdynia, Dąbrowa, Miętowa",680000.0,11333.0,60.0,2.0,0.0,1,wtórny,,apartamentowiec,1.0,miejskie,2.0,0,1,0,,Dąbrowa,
900,1021,"Gdynia, Śródmieście, Centrum",857670.0,17746.0,48.33,2.0,0.0,1,pierwotny,,apartamentowiec,1.0,,,0,1,0,,Śródmieście,
901,1022,"Gdynia, Chylonia, Chylońska",468000.0,10524.0,44.47,3.0,3.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Chylonia,
902,1023,"Gdynia, Śródmieście, Centrum",776710.0,16324.0,47.58,2.0,1.0,1,pierwotny,,apartamentowiec,1.0,,,1,0,0,,Śródmieście,
903,1024,"Gdynia, Dąbrowa, Lukrecjowa",445000.0,9632.0,46.2,2.0,2.0,0,wtórny,2000.0,blok,0.0,miejskie,4.0,1,0,0,22.0,Dąbrowa,
904,1025,"Gdynia, Śródmieście, Centrum",522445.0,16311.0,32.03,1.0,1.0,1,pierwotny,,apartamentowiec,1.0,,,1,0,0,,Śródmieście,
905,1026,"Gdynia, Śródmieście",871001.0,17776.0,49.0,2.0,0.0,0,pierwotny,,,0.0,,5.0,0,0,0,,Śródmieście,
906,1027,"Gdynia, Śródmieście, Centrum",507265.0,18240.0,27.81,1.0,1.0,1,pierwotny,,apartamentowiec,1.0,,,1,0,0,,Śródmieście,
907,1028,"Gdynia, Śródmieście, Centrum",503470.0,19064.0,26.41,1.0,1.0,1,pierwotny,,apartamentowiec,1.0,,,1,0,0,,Śródmieście,
908,1029,"Gdynia, Wielki Kack, Mała",1039750.0,12476.0,83.34,3.0,0.0,1,pierwotny,2021.0,apartamentowiec,0.0,,1.0,0,1,0,1.0,Wielki Kack,
909,1030,"Gdynia, Wzgórze Św. Maksymiliana, Żołnierzy Dywizji Kościuszkowskiej",1006230.0,10200.0,98.65,3.0,0.0,1,pierwotny,2022.0,apartamentowiec,1.0,,2.0,0,1,0,0.0,Wzgórze Św. Maksymiliana,
910,1031,"Gdynia, Śródmieście",776710.0,16393.0,47.38,2.0,2.0,0,pierwotny,2024.0,,0.0,,4.0,0,0,0,-2.0,Śródmieście,
911,1032,"Gdynia, Śródmieście",549010.0,18227.0,30.12,1.0,1.0,0,pierwotny,2024.0,,0.0,,4.0,0,0,0,-2.0,Śródmieście,
912,1033,"Gdynia, Śródmieście",563200.0,17600.0,32.0,1.0,1.0,0,pierwotny,2024.0,,0.0,,4.0,0,0,0,-2.0,Śródmieście,
913,1034,"Gdynia, Śródmieście",503470.0,19064.0,26.41,1.0,1.0,0,pierwotny,2024.0,,0.0,,4.0,0,0,0,-2.0,Śródmieście,
914,1035,"Gdynia, Babie Doły",420000.0,5000.0,84.0,3.0,1.0,1,wtórny,1990.0,kamienica,0.0,miejskie,2.0,0,0,1,32.0,Babie Doły,
915,1036,"Gdynia, Redłowo",1499000.0,18975.0,79.0,3.0,2.0,1,wtórny,2014.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,8.0,Redłowo,
916,1037,"Gdynia, Witomino, ul. Nauczycielska",319000.0,12269.0,26.0,1.0,2.0,1,wtórny,1980.0,blok,0.0,miejskie,4.0,0,0,0,42.0,Witomino,
917,1038,"Gdynia, Oksywie, Żeglarzy",317000.0,7018.0,45.17,2.0,0.0,0,wtórny,1985.0,,0.0,,3.0,0,0,0,37.0,Oksywie,
918,1039,"Gdynia, Śródmieście",1423125.0,15400.0,92.41,4.0,3.0,1,pierwotny,2024.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,-2.0,Śródmieście,
919,1040,"Gdynia, Mały Kack, Parkowa",759000.0,10905.0,69.6,3.0,0.0,1,wtórny,2002.0,blok,0.0,gazowe,2.0,0,0,1,20.0,Mały Kack,
920,1041,"Gdynia, Pogórze, Rtęciowa",819000.0,7313.0,112.0,5.0,4.0,0,wtórny,1995.0,,0.0,miejskie,4.0,0,0,0,27.0,Pogórze,
921,1042,"Gdynia, Redłowo, Legionów",575000.0,14059.0,40.9,1.0,0.0,1,wtórny,1999.0,blok,0.0,miejskie,6.0,1,0,0,23.0,Redłowo,
922,1044,"Gdynia, Wzgórze Św. Maksymiliana, ul. Gabriela Narutowicza",1087320.0,19500.0,55.76,3.0,0.0,1,pierwotny,2023.0,apartamentowiec,1.0,gazowe,2.0,0,1,0,-1.0,Wzgórze Św. Maksymiliana,
923,1045,"Gdynia, Redłowo, Legionów",1290000.0,13383.0,96.39,4.0,6.0,0,wtórny,2005.0,apartamentowiec,1.0,miejskie,6.0,1,0,0,17.0,Redłowo,
924,1046,"Gdynia, Kamienna Góra, Ignacego Krasickiego",1267000.0,17992.0,70.42,3.0,0.0,1,wtórny,2007.0,apartamentowiec,1.0,,2.0,0,1,1,15.0,Kamienna Góra,
925,1047,"Gdynia, Wielki Kack, Starodworcowa",1116698.0,13503.0,82.7,3.0,0.0,1,wtórny,2022.0,apartamentowiec,0.0,,2.0,0,1,1,0.0,Wielki Kack,
926,1048,"Gdynia, Obłuże, Boisko",750000.0,10546.0,71.12,3.0,2.0,1,wtórny,2015.0,apartamentowiec,1.0,miejskie,4.0,1,0,0,7.0,Obłuże,
927,1049,"Gdynia, Obłuże",409000.0,6817.0,60.0,3.0,2.0,1,wtórny,1970.0,blok,0.0,miejskie,4.0,0,0,0,52.0,Obłuże,
928,1050,"Gdynia, Dąbrowa, ul. Lukrecjowa",445000.0,9632.0,46.2,2.0,2.0,0,wtórny,2000.0,blok,0.0,miejskie,4.0,1,0,0,22.0,Dąbrowa,
929,1051,"Gdynia, Mały Kack, Parkowa",1190000.0,12474.0,95.4,4.0,2.0,1,wtórny,2002.0,apartamentowiec,0.0,miejskie,2.0,1,0,1,20.0,Mały Kack,
930,1052,"Gdynia, Leszczynki, ul. Kaspra Geskiego",305189.0,11852.0,25.75,1.0,2.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,1,0,0,0.0,Leszczynki,
931,1053,"Gdynia, Dąbrowa, Lukrecjowa",655000.0,6550.0,100.0,4.0,3.0,0,wtórny,2000.0,,0.0,,4.0,0,0,0,22.0,Dąbrowa,
932,1054,"Gdynia, Śródmieście, 10 Lutego",835600.0,20000.0,41.78,2.0,3.0,1,wtórny,2021.0,apartamentowiec,1.0,miejskie,7.0,0,0,0,1.0,Śródmieście,
933,1055,"Gdynia, Śródmieście, A. Hryniewickiego",4606470.0,38070.0,121.0,4.0,10.0,0,wtórny,,,0.0,,28.0,0,0,0,,Śródmieście,
934,1056,"Gdynia, pomorskie",499000.0,11881.0,42.0,2.0,7.0,0,wtórny,,blok,1.0,miejskie,10.0,1,0,0,,,
935,1057,"Gdynia, Pustki Cisowskie-Demptowo",660000.0,9041.0,73.0,3.0,3.0,0,wtórny,1994.0,blok,0.0,miejskie,4.0,1,0,0,28.0,Pustki Cisowskie-Demptowo,
936,1058,"Gdynia, Grabówek",339000.0,8370.0,40.5,2.0,3.0,0,wtórny,1960.0,blok,0.0,miejskie,4.0,0,0,0,62.0,Grabówek,
937,1059,"Gdynia, Redłowo, Legionów",865000.0,10732.0,80.6,3.0,3.0,0,wtórny,1999.0,blok,1.0,miejskie,5.0,1,0,0,23.0,Redłowo,
938,1060,"Gdynia, Redłowo",859000.0,13855.0,62.0,3.0,3.0,0,wtórny,,apartamentowiec,1.0,,5.0,1,0,0,,Redłowo,
939,1062,"Gdynia, Wzgórze Św. Maksymiliana, ul. Gabriela Narutowicza",689208.0,18800.0,36.66,2.0,0.0,1,pierwotny,2023.0,apartamentowiec,1.0,gazowe,2.0,0,1,1,-1.0,Wzgórze Św. Maksymiliana,
940,1063,"Witosławy, Gdynia, pomorskie",449000.0,10205.0,44.0,2.0,2.0,1,wtórny,,,0.0,,3.0,1,0,0,,Gdynia,Witosławy
941,1064,"Gdynia, Chylonia",374000.0,7640.0,48.95,2.0,0.0,1,wtórny,1980.0,blok,0.0,miejskie,4.0,0,0,0,42.0,Chylonia,
942,1065,"Gdynia, Redłowo, Legionów",865000.0,11019.0,78.5,3.0,3.0,0,wtórny,1999.0,blok,1.0,miejskie,5.0,1,0,0,23.0,Redłowo,
943,1066,"Gdynia, Witomino, Wielkokacka",489000.0,11566.0,42.28,2.0,7.0,0,wtórny,1980.0,blok,1.0,miejskie,10.0,1,0,0,42.0,Witomino,
944,1067,"Gdynia, Leszczynki, Augustyna Kordeckiego",465000.0,9300.0,50.0,3.0,4.0,0,wtórny,1974.0,,0.0,,4.0,1,0,0,48.0,Leszczynki,
945,1068,"Gdynia, Obłuże, Perłowa",360000.0,10843.0,33.2,2.0,3.0,0,wtórny,1999.0,blok,0.0,miejskie,3.0,1,0,0,23.0,Obłuże,
946,1069,"Gdynia, Chwarzno-Wiczlino, Chwarzno, gen. Mariusza Zaruskiego",1150000.0,15541.0,74.0,4.0,1.0,0,wtórny,2016.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,6.0,Chwarzno-Wiczlino,
947,1070,"Gdynia, Wzgórze Św. Maksymiliana",615000.0,11942.0,51.5,2.0,2.0,0,wtórny,1963.0,kamienica,0.0,miejskie,4.0,0,0,0,59.0,Wzgórze Św. Maksymiliana,
948,1071,"Gdynia, Chylonia, ul. Chylońska 104 -110",467590.0,9500.0,49.22,2.0,1.0,0,pierwotny,2022.0,blok,0.0,miejskie,7.0,0,0,0,0.0,Chylonia,
949,1072,"Gdynia, Oksywie",399630.0,11000.0,36.33,1.0,0.0,0,pierwotny,1954.0,blok,0.0,miejskie,2.0,0,0,0,68.0,Oksywie,
950,1073,"Gdynia, Działki Leśne, Warszawska",315000.0,13690.0,23.01,1.0,7.0,0,wtórny,,blok,1.0,miejskie,10.0,0,0,0,,Działki Leśne,
951,1074,"Gdynia, Śródmieście, Ignacego Paderewskiego",459000.0,18071.0,25.4,1.0,4.0,0,wtórny,1968.0,kamienica,0.0,miejskie,4.0,0,0,0,54.0,Śródmieście,
952,1075,"Gdynia, Śródmieście, A. Hryniewickiego",2399000.0,26656.0,90.0,3.0,10.0,1,wtórny,2009.0,apartamentowiec,1.0,miejskie,32.0,0,0,0,13.0,Śródmieście,
953,1076,"Gdynia, Witomino, Narcyzowa",469000.0,11580.0,40.5,2.0,2.0,0,wtórny,1977.0,,1.0,miejskie,10.0,1,0,1,45.0,Witomino,
954,1077,"Gdynia, Karwiny, Kornela Makuszyńskiego",330096.0,10400.0,31.74,2.0,4.0,0,pierwotny,2023.0,blok,1.0,miejskie,5.0,1,0,0,-1.0,Karwiny,
955,1078,"Gdynia, Wzgórze Św. Maksymiliana, Legionów",355000.0,13371.0,26.55,1.0,7.0,0,wtórny,1962.0,blok,1.0,miejskie,7.0,0,0,0,60.0,Wzgórze Św. Maksymiliana,
956,1079,"Gdynia, Grabówek, Morska",385000.0,8556.0,45.0,2.0,3.0,1,wtórny,1960.0,blok,0.0,miejskie,4.0,1,0,0,62.0,Grabówek,
957,1080,"Gdynia, Redłowo, Powstania Śląskiego",350000.0,13889.0,25.2,1.0,0.0,0,wtórny,1980.0,,0.0,miejskie,4.0,0,0,0,42.0,Redłowo,
958,1081,"Gdynia, Dąbrowa",499000.0,8911.0,56.0,3.0,2.0,1,wtórny,2006.0,apartamentowiec,0.0,miejskie,3.0,1,0,0,16.0,Dąbrowa,
959,1082,"Gdynia, Leszczynki, Morska",349000.0,9743.0,35.82,2.0,4.0,0,wtórny,1966.0,blok,1.0,miejskie,10.0,1,0,0,56.0,Leszczynki,
960,1083,"Gdynia, Śródmieście, A. Hryniewickiego",1890000.0,33570.0,56.3,2.0,10.0,1,wtórny,2009.0,,0.0,,32.0,0,0,0,13.0,Śródmieście,
961,1084,"Gdynia, Karwiny, Janiny Porazińskiej",549000.0,8700.0,63.1,3.0,0.0,1,wtórny,1984.0,blok,0.0,miejskie,4.0,1,1,0,38.0,Karwiny,
962,1085,"Gdynia, Dąbrowa, Rdestowa",476000.0,10000.0,47.6,2.0,1.0,0,wtórny,,,0.0,,3.0,0,0,0,,Dąbrowa,
963,1087,"Gdynia, Wzgórze Św. Maksymiliana, ul. Gabriela Narutowicza",2212496.0,20800.0,106.37,4.0,2.0,1,pierwotny,2023.0,apartamentowiec,1.0,gazowe,2.0,1,0,1,-1.0,Wzgórze Św. Maksymiliana,
964,1088,"Gdynia, Mały Kack, ul. Olgierda",690148.0,13968.0,49.41,3.0,1.0,1,pierwotny,2022.0,blok,1.0,gazowe,3.0,0,1,0,0.0,Mały Kack,
965,1089,"Gdynia, Wzgórze Św. Maksymiliana, Kazimierza Górskiego",1350000.0,18121.0,74.5,3.0,10.0,1,pierwotny,2021.0,apartamentowiec,1.0,miejskie,16.0,1,0,0,1.0,Wzgórze Św. Maksymiliana,
966,1090,"Gdynia, Chylonia, Rozewska",600000.0,12320.0,48.7,2.0,6.0,1,wtórny,2019.0,,0.0,,10.0,0,0,0,3.0,Chylonia,
967,1091,"Gdynia, Leszczynki, Osada Kolejowa",529000.0,8672.0,61.0,3.0,1.0,0,wtórny,1930.0,,0.0,miejskie,2.0,0,0,0,92.0,Leszczynki,
968,1092,"Gdynia, Pustki Cisowskie-Demptowo",801000.0,9000.0,89.0,3.0,2.0,1,wtórny,1993.0,blok,0.0,miejskie,3.0,1,0,0,29.0,Pustki Cisowskie-Demptowo,
969,1094,"Gdynia, Śródmieście, ul. św. Wojciecha",760000.0,16068.0,47.3,2.0,3.0,0,wtórny,2008.0,kamienica,1.0,miejskie,8.0,1,0,0,14.0,Śródmieście,
970,1095,"Gdynia, Mały Kack",3450000.0,17784.0,194.0,6.0,1.0,1,wtórny,2016.0,apartamentowiec,1.0,gazowe,2.0,1,0,1,6.0,Mały Kack,
971,1096,"Gdynia, Mały Kack, Leśna",660000.0,13469.0,49.0,2.0,3.0,1,wtórny,2009.0,blok,0.0,miejskie,3.0,1,0,0,13.0,Mały Kack,
972,1097,"Gdynia, Oksywie",699000.0,11839.0,59.04,4.0,0.0,1,wtórny,2021.0,blok,1.0,miejskie,4.0,0,0,1,1.0,Oksywie,
973,1098,"Gdynia, Oksywie",489320.0,8260.0,59.24,4.0,1.0,1,pierwotny,2021.0,blok,0.0,miejskie,3.0,1,0,0,1.0,Oksywie,
974,1099,"Gdynia, Oksywie",511362.0,9929.0,51.5,3.0,0.0,1,pierwotny,2021.0,blok,0.0,miejskie,3.0,0,1,1,1.0,Oksywie,
975,1100,"Gdynia, Oksywie",750000.0,8242.0,91.0,3.0,1.0,1,wtórny,1999.0,dom,0.0,miejskie,2.0,1,0,0,23.0,Oksywie,
976,1101,"Gdynia, Śródmieście, Świętojańska",799000.0,12784.0,62.5,3.0,1.0,1,wtórny,1962.0,kamienica,1.0,miejskie,5.0,1,0,0,60.0,Śródmieście,
977,1102,"Gdynia, Grabówek, Morska 72",390000.0,10541.0,37.0,2.0,2.0,0,wtórny,1950.0,kamienica,0.0,elektryczne,5.0,0,0,0,72.0,Grabówek,
978,1103,"Gdynia, Dąbrowa, Nagietkowa",554000.0,10278.0,53.9,2.0,2.0,1,wtórny,2000.0,blok,0.0,inne,3.0,1,0,0,22.0,Dąbrowa,
979,1104,"Gdynia, Działki Leśne, Szczecińska",605000.0,14235.0,42.5,2.0,3.0,1,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Działki Leśne,
980,1105,"Gdynia, Karwiny",510000.0,8500.0,60.0,3.0,3.0,0,wtórny,1990.0,,0.0,miejskie,4.0,0,0,0,32.0,Karwiny,
